timestamp,buyer,seller,symbol,currency,price,quantity,day,source_file,notional,day_book,symbol_book,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,source_file_book,outer_bid,outer_ask,wall_mid_outer,spread,top3_bid_volume,top3_ask_volume,book_imbalance,wall_bid,wall_ask,wall_mid,book_index,mid_plus_1,mid_plus_2,mid_plus_5,mid_plus_10,mid_plus_20,mid_plus_50,mid_plus_100,next_top3_bid,next_top3_ask,bid_at_trade,ask_at_trade,aggressor,mark,role,side,edge_at_fill,mark_aggressor,session_bin,quantity_bin,mid_move_100,fwd_100,fwd_pnl_100,mid_move_200,fwd_200,fwd_pnl_200,mid_move_500,fwd_500,fwd_pnl_500,mid_move_1000,fwd_1000,fwd_pnl_1000,mid_move_2000,fwd_2000,fwd_pnl_2000,mid_move_5000,fwd_5000,fwd_pnl_5000,mid_move_10000,fwd_10000,fwd_pnl_10000
476500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,2,1,trades_round_4_day_1.csv,34.0,1,VEV_5400,17,14,,,,,18,16,,,,,17.5,0.0,prices_round_4_day_1.csv,17.0,18.0,17.5,1,14.0,16.0,-0.06666666666666667,17.0,18.0,17.5,4765,17.0,17.0,17.5,17.5,17.0,15.5,14.5,21.0,21.0,17,18,sell,Mark 01,buyer,1.0,0.5,False,middle,1-2,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,-0.5,0.0,0.0,-2.0,-1.5,-3.0,-3.0,-2.5,-5.0
489700,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,trades_round_4_day_1.csv,56.0,1,VEV_5400,14,14,,,,,15,18,,,,,14.5,0.0,prices_round_4_day_1.csv,14.0,15.0,14.5,1,14.0,18.0,-0.125,14.0,15.0,14.5,4897,14.5,15.0,14.5,14.5,15.5,14.5,15.0,25.0,25.0,14,15,sell,Mark 01,buyer,1.0,0.5,False,middle,3-5,0.0,0.5,2.0,0.5,1.0,4.0,0.0,0.5,2.0,0.0,0.5,2.0,1.0,1.5,6.0,0.0,0.5,2.0,0.5,1.0,4.0
519500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,trades_round_4_day_1.csv,68.0,1,VEV_5400,17,21,,,,,18,25,,,,,17.5,0.0,prices_round_4_day_1.csv,17.0,18.0,17.5,1,21.0,25.0,-0.08695652173913043,17.0,18.0,17.5,5195,17.5,18.0,17.5,17.5,17.5,17.5,16.5,30.0,30.0,17,18,sell,Mark 01,buyer,1.0,0.5,False,middle,3-5,0.0,0.5,2.0,0.5,1.0,4.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,-1.0,-0.5,-2.0
524000,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,trades_round_4_day_1.csv,68.0,1,VEV_5400,17,16,,,,,18,20,,,,,17.5,0.0,prices_round_4_day_1.csv,17.0,18.0,17.5,1,16.0,20.0,-0.1111111111111111,17.0,18.0,17.5,5240,17.5,17.5,17.5,17.5,16.5,16.5,15.0,17.0,17.0,17,18,sell,Mark 01,buyer,1.0,0.5,False,middle,3-5,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,-1.0,-0.5,-2.0,-1.0,-0.5,-2.0,-2.5,-2.0,-8.0
547600,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,4,1,trades_round_4_day_1.csv,48.0,1,VEV_5400,12,20,,,,,13,24,,,,,12.5,0.0,prices_round_4_day_1.csv,12.0,13.0,12.5,1,20.0,24.0,-0.09090909090909091,12.0,13.0,12.5,5476,12.5,12.5,12.5,12.5,12.5,12.5,11.5,27.0,27.0,12,13,sell,Mark 01,buyer,1.0,0.5,False,middle,3-5,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,-1.0,-0.5,-2.0
548400,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,5,1,trades_round_4_day_1.csv,60.0,1,VEV_5400,12,21,,,,,13,26,,,,,12.5,0.0,prices_round_4_day_1.csv,12.0,13.0,12.5,1,21.0,26.0,-0.10638297872340426,12.0,13.0,12.5,5484,12.5,12.5,12.0,12.5,12.5,12.0,11.5,26.0,26.0,12,13,sell,Mark 01,buyer,1.0,0.5,False,middle,3-5,0.0,0.5,2.5,0.0,0.5,2.5,-0.5,0.0,0.0,0.0,0.5,2.5,0.0,0.5,2.5,-0.5,0.0,0.0,-1.0,-0.5,-2.5
564300,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,2,1,trades_round_4_day_1.csv,24.0,1,VEV_5400,12,18,,,,,13,20,,,,,12.5,0.0,prices_round_4_day_1.csv,12.0,13.0,12.5,1,18.0,20.0,-0.05263157894736842,12.0,13.0,12.5,5643,12.5,12.5,12.5,12.5,13.5,13.5,13.0,24.0,24.0,12,13,sell,Mark 01,buyer,1.0,0.5,False,middle,1-2,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.5,3.0,1.0,1.5,3.0,0.5,1.0,2.0
567200,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,1,trades_round_4_day_1.csv,26.0,1,VEV_5400,13,25,,,,,14,27,,,,,13.5,0.0,prices_round_4_day_1.csv,13.0,14.0,13.5,1,25.0,27.0,-0.038461538461538464,13.0,14.0,13.5,5672,13.5,13.0,13.5,13.0,13.5,13.0,13.0,29.0,29.0,13,14,sell,Mark 01,buyer,1.0,0.5,False,middle,1-2,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.5,1.0,-0.5,0.0,0.0,-0.5,0.0,0.0
568900,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,trades_round_4_day_1.csv,52.0,1,VEV_5400,13,19,,,,,14,5,15.0,18.0,,,13.5,0.0,prices_round_4_day_1.csv,13.0,15.0,14.0,1,19.0,23.0,-0.09523809523809523,13.0,15.0,14.0,5689,13.5,13.5,13.5,13.5,13.5,13.0,13.0,19.0,19.0,13,14,sell,Mark 01,buyer,1.0,0.5,False,middle,3-5,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,-0.5,0.0,0.0,-0.5,0.0,0.0
574800,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,2,1,trades_round_4_day_1.csv,24.0,1,VEV_5400,12,20,,,,,13,22,,,,,12.5,0.0,prices_round_4_day_1.csv,12.0,13.0,12.5,1,20.0,22.0,-0.047619047619047616,12.0,13.0,12.5,5748,12.5,12.5,12.5,12.5,12.5,12.5,13.0,18.0,18.0,12,13,sell,Mark 01,buyer,1.0,0.5,False,middle,1-2,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,2.0
588200,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,trades_round_4_day_1.csv,56.0,1,VEV_5400,14,18,,,,,15,22,,,,,14.5,0.0,prices_round_4_day_1.csv,14.0,15.0,14.5,1,18.0,22.0,-0.1,14.0,15.0,14.5,5882,14.5,14.0,14.5,14.5,13.5,13.5,13.5,16.0,16.0,14,15,sell,Mark 01,buyer,1.0,0.5,False,middle,3-5,0.0,0.5,2.0,-0.5,0.0,0.0,0.0,0.5,2.0,0.0,0.5,2.0,-1.0,-0.5,-2.0,-1.0,-0.5,-2.0,-1.0,-0.5,-2.0
604600,Mark 01,Mark 22,VEV_5400,XIRECS,11.0,5,1,trades_round_4_day_1.csv,55.0,1,VEV_5400,11,14,,,,,13,19,,,,,12.0,0.0,prices_round_4_day_1.csv,11.0,13.0,12.0,2,14.0,19.0,-0.15151515151515152,11.0,13.0,12.0,6046,12.0,12.0,11.5,12.0,11.5,11.5,12.5,27.0,27.0,11,13,sell,Mark 01,buyer,1.0,1.0,False,middle,3-5,0.0,1.0,5.0,0.0,1.0,5.0,-0.5,0.5,2.5,0.0,1.0,5.0,-0.5,0.5,2.5,-0.5,0.5,2.5,0.5,1.5,7.5
617900,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,2,1,trades_round_4_day_1.csv,24.0,1,VEV_5400,12,14,,,,,13,16,,,,,12.5,0.0,prices_round_4_day_1.csv,12.0,13.0,12.5,1,14.0,16.0,-0.06666666666666667,12.0,13.0,12.5,6179,12.5,12.5,12.5,12.5,12.5,13.5,12.0,23.0,23.0,12,13,sell,Mark 01,buyer,1.0,0.5,False,middle,1-2,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.5,3.0,-0.5,0.0,0.0
618300,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,2,1,trades_round_4_day_1.csv,24.0,1,VEV_5400,12,13,,,,,13,15,,,,,12.5,0.0,prices_round_4_day_1.csv,12.0,13.0,12.5,1,13.0,15.0,-0.07142857142857142,12.0,13.0,12.5,6183,12.5,12.5,12.5,12.5,12.5,13.5,11.5,17.0,17.0,12,13,sell,Mark 01,buyer,1.0,0.5,False,middle,1-2,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.5,3.0,-1.0,-0.5,-1.0
624400,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,1,trades_round_4_day_1.csv,26.0,1,VEV_5400,13,18,,,,,14,20,,,,,13.5,0.0,prices_round_4_day_1.csv,13.0,14.0,13.5,1,18.0,20.0,-0.05263157894736842,13.0,14.0,13.5,6244,13.5,13.5,13.5,13.5,12.5,10.5,10.5,21.0,21.0,13,14,sell,Mark 01,buyer,1.0,0.5,False,middle,1-2,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,-1.0,-0.5,-1.0,-3.0,-2.5,-5.0,-3.0,-2.5,-5.0
631700,Mark 01,Mark 22,VEV_5400,XIRECS,10.0,3,1,trades_round_4_day_1.csv,30.0,1,VEV_5400,10,22,,,,,11,25,,,,,10.5,0.0,prices_round_4_day_1.csv,10.0,11.0,10.5,1,22.0,25.0,-0.06382978723404255,10.0,11.0,10.5,6317,10.5,10.5,10.5,10.5,10.5,10.5,9.5,23.0,23.0,10,11,sell,Mark 01,buyer,1.0,0.5,False,middle,3-5,0.0,0.5,1.5,0.0,0.5,1.5,0.0,0.5,1.5,0.0,0.5,1.5,0.0,0.5,1.5,0.0,0.5,1.5,-1.0,-0.5,-1.5
642100,Mark 01,Mark 22,VEV_5400,XIRECS,9.0,4,1,trades_round_4_day_1.csv,36.0,1,VEV_5400,9,13,,,,,10,17,,,,,9.5,0.0,prices_round_4_day_1.csv,9.0,10.0,9.5,1,13.0,17.0,-0.13333333333333333,9.0,10.0,9.5,6421,9.5,9.5,9.5,9.5,9.5,8.5,8.5,24.0,24.0,9,10,sell,Mark 01,buyer,1.0,0.5,False,middle,3-5,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,-1.0,-0.5,-2.0,-1.0,-0.5,-2.0
654200,Mark 01,Mark 22,VEV_5400,XIRECS,8.0,2,1,trades_round_4_day_1.csv,16.0,1,VEV_5400,8,20,,,,,9,22,,,,,8.5,0.0,prices_round_4_day_1.csv,8.0,9.0,8.5,1,20.0,22.0,-0.047619047619047616,8.0,9.0,8.5,6542,9.0,9.0,9.0,8.5,8.5,9.5,9.5,24.0,24.0,8,9,sell,Mark 01,buyer,1.0,0.5,False,middle,1-2,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.5,3.0,1.0,1.5,3.0
674000,Mark 01,Mark 22,VEV_5400,XIRECS,10.0,3,1,trades_round_4_day_1.csv,30.0,1,VEV_5400,10,22,,,,,11,25,,,,,10.5,0.0,prices_round_4_day_1.csv,10.0,11.0,10.5,1,22.0,25.0,-0.06382978723404255,10.0,11.0,10.5,6740,10.5,10.5,11.0,11.5,11.5,10.5,11.5,30.0,30.0,10,11,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,1.5,0.0,0.5,1.5,0.5,1.0,3.0,1.0,1.5,4.5,1.0,1.5,4.5,0.0,0.5,1.5,1.0,1.5,4.5
684000,Mark 01,Mark 22,VEV_5400,XIRECS,11.0,5,1,trades_round_4_day_1.csv,55.0,1,VEV_5400,11,15,,,,,12,20,,,,,11.5,0.0,prices_round_4_day_1.csv,11.0,12.0,11.5,1,15.0,20.0,-0.14285714285714285,11.0,12.0,11.5,6840,11.5,11.5,11.5,11.5,11.5,12.5,12.5,17.0,17.0,11,12,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.5,0.0,0.5,2.5,0.0,0.5,2.5,0.0,0.5,2.5,0.0,0.5,2.5,1.0,1.5,7.5,1.0,1.5,7.5
701200,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,1,trades_round_4_day_1.csv,26.0,1,VEV_5400,13,14,,,,,14,16,,,,,13.5,0.0,prices_round_4_day_1.csv,13.0,14.0,13.5,1,14.0,16.0,-0.06666666666666667,13.0,14.0,13.5,7012,13.5,13.5,13.5,13.5,14.5,16.0,16.0,16.0,16.0,13,14,sell,Mark 01,buyer,1.0,0.5,False,late,1-2,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.5,3.0,2.5,3.0,6.0,2.5,3.0,6.0
703200,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,trades_round_4_day_1.csv,70.0,1,VEV_5400,14,17,,,,,15,22,,,,,14.5,0.0,prices_round_4_day_1.csv,14.0,15.0,14.5,1,17.0,22.0,-0.1282051282051282,14.0,15.0,14.5,7032,15.0,15.0,15.0,15.5,15.5,15.0,18.0,21.0,21.0,14,15,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.5,1.0,5.0,0.5,1.0,5.0,0.5,1.0,5.0,1.0,1.5,7.5,1.0,1.5,7.5,0.5,1.0,5.0,3.5,4.0,20.0
710500,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,5,1,trades_round_4_day_1.csv,75.0,1,VEV_5400,15,14,,,,,16,19,,,,,15.5,0.0,prices_round_4_day_1.csv,15.0,16.0,15.5,1,14.0,19.0,-0.15151515151515152,15.0,16.0,15.5,7105,16.0,16.0,16.0,16.5,16.5,19.0,17.5,22.0,22.0,15,16,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.5,1.0,5.0,0.5,1.0,5.0,0.5,1.0,5.0,1.0,1.5,7.5,1.0,1.5,7.5,3.5,4.0,20.0,2.0,2.5,12.5
715000,Mark 01,Mark 22,VEV_5400,XIRECS,18.0,5,1,trades_round_4_day_1.csv,90.0,1,VEV_5400,18,24,,,,,19,29,,,,,18.5,0.0,prices_round_4_day_1.csv,18.0,19.0,18.5,1,24.0,29.0,-0.09433962264150944,18.0,19.0,18.5,7150,18.5,18.5,19.0,19.0,18.5,18.0,18.0,20.0,20.0,18,19,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.5,0.0,0.5,2.5,0.5,1.0,5.0,0.5,1.0,5.0,0.0,0.5,2.5,-0.5,0.0,0.0,-0.5,0.0,0.0
720500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,2,1,trades_round_4_day_1.csv,34.0,1,VEV_5400,17,19,,,,,18,21,,,,,17.5,0.0,prices_round_4_day_1.csv,17.0,18.0,17.5,1,19.0,21.0,-0.05,17.0,18.0,17.5,7205,18.0,17.5,17.5,17.5,17.0,17.5,18.0,17.0,17.0,17,18,sell,Mark 01,buyer,1.0,0.5,False,late,1-2,0.5,1.0,2.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.5,1.0,0.5,1.0,2.0
725000,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,trades_round_4_day_1.csv,68.0,1,VEV_5400,17,21,,,,,19,25,,,,,18.0,0.0,prices_round_4_day_1.csv,17.0,19.0,18.0,2,21.0,25.0,-0.08695652173913043,17.0,19.0,18.0,7250,17.5,17.5,17.5,16.5,16.5,17.5,21.5,15.0,15.0,17,19,sell,Mark 01,buyer,1.0,1.0,False,late,3-5,-0.5,0.5,2.0,-0.5,0.5,2.0,-0.5,0.5,2.0,-1.5,-0.5,-2.0,-1.5,-0.5,-2.0,-0.5,0.5,2.0,3.5,4.5,18.0
735100,Mark 14,Mark 22,VEV_5400,XIRECS,21.0,4,1,trades_round_4_day_1.csv,84.0,1,VEV_5400,21,5,20.0,11.0,,,22,20,,,,,21.5,0.0,prices_round_4_day_1.csv,20.0,22.0,21.0,1,16.0,20.0,-0.1111111111111111,20.0,22.0,21.0,7351,21.0,20.5,20.5,20.5,19.5,17.0,20.5,21.0,21.0,21,22,sell,Mark 14,buyer,1.0,0.5,False,late,3-5,-0.5,0.0,0.0,-1.0,-0.5,-2.0,-1.0,-0.5,-2.0,-1.0,-0.5,-2.0,-2.0,-1.5,-6.0,-4.5,-4.0,-16.0,-1.0,-0.5,-2.0
741900,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,trades_round_4_day_1.csv,68.0,1,VEV_5400,17,13,,,,,19,17,,,,,18.0,0.0,prices_round_4_day_1.csv,17.0,19.0,18.0,2,13.0,17.0,-0.13333333333333333,17.0,19.0,18.0,7419,17.5,17.5,17.5,18.0,18.5,20.0,18.5,26.0,26.0,17,19,sell,Mark 01,buyer,1.0,1.0,False,late,3-5,-0.5,0.5,2.0,-0.5,0.5,2.0,-0.5,0.5,2.0,0.0,1.0,4.0,0.5,1.5,6.0,2.0,3.0,12.0,0.5,1.5,6.0
746300,Mark 14,Mark 22,VEV_5400,XIRECS,20.0,4,1,trades_round_4_day_1.csv,80.0,1,VEV_5400,20,3,19.0,20.0,,,21,27,,,,,20.5,0.0,prices_round_4_day_1.csv,19.0,21.0,20.0,1,23.0,27.0,-0.08,19.0,21.0,20.0,7463,20.5,20.5,20.0,20.0,19.5,18.0,17.5,24.0,24.0,20,21,sell,Mark 14,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.0,0.0,0.5,2.0,-0.5,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.5,-2.0,-2.5,-2.0,-8.0,-3.0,-2.5,-10.0
754200,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,1,trades_round_4_day_1.csv,48.0,1,VEV_5400,16,21,,,,,17,24,,,,,16.5,0.0,prices_round_4_day_1.csv,16.0,17.0,16.5,1,21.0,24.0,-0.06666666666666667,16.0,17.0,16.5,7542,16.5,16.5,17.0,16.5,17.5,19.5,18.0,21.0,21.0,16,17,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,1.5,0.0,0.5,1.5,0.5,1.0,3.0,0.0,0.5,1.5,1.0,1.5,4.5,3.0,3.5,10.5,1.5,2.0,6.0
760000,Mark 01,Mark 22,VEV_5400,XIRECS,19.0,2,1,trades_round_4_day_1.csv,38.0,1,VEV_5400,19,26,,,,,21,28,,,,,20.0,0.0,prices_round_4_day_1.csv,19.0,21.0,20.0,2,26.0,28.0,-0.037037037037037035,19.0,21.0,20.0,7600,19.5,19.5,19.5,19.0,19.0,18.0,17.5,24.0,24.0,19,21,sell,Mark 01,buyer,1.0,1.0,False,late,1-2,-0.5,0.5,1.0,-0.5,0.5,1.0,-0.5,0.5,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,-1.0,-2.0,-2.5,-1.5,-3.0
785800,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,3,1,trades_round_4_day_1.csv,45.0,1,VEV_5400,15,17,,,,,16,20,,,,,15.5,0.0,prices_round_4_day_1.csv,15.0,16.0,15.5,1,17.0,20.0,-0.08108108108108109,15.0,16.0,15.5,7858,15.5,15.5,15.0,16.0,16.0,16.5,15.0,28.0,28.0,15,16,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,1.5,0.0,0.5,1.5,-0.5,0.0,0.0,0.5,1.0,3.0,0.5,1.0,3.0,1.0,1.5,4.5,-0.5,0.0,0.0
798100,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,trades_round_4_day_1.csv,60.0,1,VEV_5400,15,17,,,,,16,21,,,,,15.5,0.0,prices_round_4_day_1.csv,15.0,16.0,15.5,1,17.0,21.0,-0.10526315789473684,15.0,16.0,15.5,7981,15.5,15.5,15.5,14.5,14.5,12.5,14.0,17.0,17.0,15,16,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,-1.0,-0.5,-2.0,-1.0,-0.5,-2.0,-3.0,-2.5,-10.0,-1.5,-1.0,-4.0
801800,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,1,trades_round_4_day_1.csv,26.0,1,VEV_5400,13,19,,,,,14,7,15.0,14.0,,,13.5,0.0,prices_round_4_day_1.csv,13.0,15.0,14.0,1,19.0,21.0,-0.05,13.0,15.0,14.0,8018,13.5,13.5,13.5,12.5,12.5,14.0,11.5,17.0,17.0,13,14,sell,Mark 01,buyer,1.0,0.5,False,late,1-2,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,-1.0,-0.5,-1.0,-1.0,-0.5,-1.0,0.5,1.0,2.0,-2.0,-1.5,-3.0
807800,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,3,1,trades_round_4_day_1.csv,39.0,1,VEV_5400,13,16,,,,,15,19,,,,,14.0,0.0,prices_round_4_day_1.csv,13.0,15.0,14.0,2,16.0,19.0,-0.08571428571428572,13.0,15.0,14.0,8078,13.5,14.0,14.5,14.0,13.0,11.5,11.0,22.0,22.0,13,15,sell,Mark 01,buyer,1.0,1.0,False,late,3-5,-0.5,0.5,1.5,0.0,1.0,3.0,0.5,1.5,4.5,0.0,1.0,3.0,-1.0,0.0,0.0,-2.5,-1.5,-4.5,-3.0,-2.0,-6.0
812600,Mark 01,Mark 22,VEV_5400,XIRECS,11.0,4,1,trades_round_4_day_1.csv,44.0,1,VEV_5400,11,18,,,,,12,22,,,,,11.5,0.0,prices_round_4_day_1.csv,11.0,12.0,11.5,1,18.0,22.0,-0.1,11.0,12.0,11.5,8126,11.5,11.5,11.0,11.0,10.5,11.5,12.5,21.0,21.0,11,12,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.0,0.0,0.5,2.0,-0.5,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.5,-2.0,0.0,0.5,2.0,1.0,1.5,6.0
851200,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,1,trades_round_4_day_1.csv,48.0,1,VEV_5400,16,19,,,,,17,22,,,,,16.5,0.0,prices_round_4_day_1.csv,16.0,17.0,16.5,1,19.0,22.0,-0.07317073170731707,16.0,17.0,16.5,8512,16.5,16.5,16.5,17.5,18.0,18.5,15.5,25.0,25.0,16,17,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,1.5,0.0,0.5,1.5,0.0,0.5,1.5,1.0,1.5,4.5,1.5,2.0,6.0,2.0,2.5,7.5,-1.0,-0.5,-1.5
865400,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,trades_round_4_day_1.csv,70.0,1,VEV_5400,14,17,,,,,16,22,,,,,15.0,0.0,prices_round_4_day_1.csv,14.0,16.0,15.0,2,17.0,22.0,-0.1282051282051282,14.0,16.0,15.0,8654,15.0,14.5,14.5,15.0,14.0,13.5,12.5,18.0,18.0,14,16,sell,Mark 01,buyer,1.0,1.0,False,late,3-5,0.0,1.0,5.0,-0.5,0.5,2.5,-0.5,0.5,2.5,0.0,1.0,5.0,-1.0,0.0,0.0,-1.5,-0.5,-2.5,-2.5,-1.5,-7.5
901100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,trades_round_4_day_1.csv,56.0,1,VEV_5400,14,19,,,,,15,23,,,,,14.5,0.0,prices_round_4_day_1.csv,14.0,15.0,14.5,1,19.0,23.0,-0.09523809523809523,14.0,15.0,14.5,9011,14.5,14.5,14.5,15.0,15.5,15.0,16.0,25.0,25.0,14,15,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.5,1.0,4.0,1.0,1.5,6.0,0.5,1.0,4.0,1.5,2.0,8.0
921000,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,trades_round_4_day_1.csv,68.0,1,VEV_5400,17,24,,,,,18,28,,,,,17.5,0.0,prices_round_4_day_1.csv,17.0,18.0,17.5,1,24.0,28.0,-0.07692307692307693,17.0,18.0,17.5,9210,17.5,18.0,18.0,18.5,18.0,19.5,18.5,22.0,22.0,17,18,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.0,0.5,1.0,4.0,0.5,1.0,4.0,1.0,1.5,6.0,0.5,1.0,4.0,2.0,2.5,10.0,1.0,1.5,6.0
937300,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,trades_round_4_day_1.csv,60.0,1,VEV_5400,15,16,,,,,16,20,,,,,15.5,0.0,prices_round_4_day_1.csv,15.0,16.0,15.5,1,16.0,20.0,-0.1111111111111111,15.0,16.0,15.5,9373,15.5,15.5,16.0,16.0,16.5,14.5,13.5,24.0,24.0,15,16,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.0,0.0,0.5,2.0,0.5,1.0,4.0,0.5,1.0,4.0,1.0,1.5,6.0,-1.0,-0.5,-2.0,-2.0,-1.5,-6.0
943100,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,trades_round_4_day_1.csv,52.0,1,VEV_5400,13,13,,,,,14,17,,,,,13.5,0.0,prices_round_4_day_1.csv,13.0,14.0,13.5,1,13.0,17.0,-0.13333333333333333,13.0,14.0,13.5,9431,13.5,13.0,13.0,12.5,13.0,13.5,15.5,24.0,24.0,13,14,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.0,-0.5,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.5,-2.0,-0.5,0.0,0.0,0.0,0.5,2.0,2.0,2.5,10.0
948500,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,trades_round_4_day_1.csv,52.0,1,VEV_5400,13,19,,,,,15,23,,,,,14.0,0.0,prices_round_4_day_1.csv,13.0,15.0,14.0,2,19.0,23.0,-0.09523809523809523,13.0,15.0,14.0,9485,14.0,13.5,14.0,14.0,14.5,15.5,17.0,26.0,26.0,13,15,sell,Mark 01,buyer,1.0,1.0,False,late,3-5,0.0,1.0,4.0,-0.5,0.5,2.0,0.0,1.0,4.0,0.0,1.0,4.0,0.5,1.5,6.0,1.5,2.5,10.0,3.0,4.0,16.0
950300,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,trades_round_4_day_1.csv,70.0,1,VEV_5400,14,23,,,,,15,28,,,,,14.5,0.0,prices_round_4_day_1.csv,14.0,15.0,14.5,1,23.0,28.0,-0.09803921568627451,14.0,15.0,14.5,9503,14.5,14.5,15.0,15.5,15.5,16.5,16.0,28.0,28.0,14,15,sell,Mark 01,buyer,1.0,0.5,False,late,3-5,0.0,0.5,2.5,0.0,0.5,2.5,0.5,1.0,5.0,1.0,1.5,7.5,1.0,1.5,7.5,2.0,2.5,12.5,1.5,2.0,10.0
